id,age,race,sex,label,pred
20511,36, White, Male,less than or equal to 50K,less than or equal to 50K
13256,55, White, Female,less than or equal to 50K,less than or equal to 50K
20634,45, White, Male,less than or equal to 50K,greater than 50K
23151,40, White, Male,less than or equal to 50K,greater than 50K
40932,57, White, Female,less than or equal to 50K,less than or equal to 50K
41771,41, White, Male,greater than 50K,less than or equal to 50K
31193,19, White, Female,less than or equal to 50K,less than or equal to 50K
25304,39, White, Male,less than or equal to 50K,less than or equal to 50K
24855,25, White, Male,less than or equal to 50K,less than or equal to 50K
20734,40, White, Male,less than or equal to 50K,less than or equal to 50K
47438,33, Black, Male,less than or equal to 50K,less than or equal to 50K
5141,58, White, Male,less than or equal to 50K,less than or equal to 50K
6402,20, White, Male,less than or equal to 50K,less than or equal to 50K
32922,44, White, Male,less than or equal to 50K,less than or equal to 50K
28746,38, White, Male,greater than 50K,greater than 50K
4496,41, White, Male,less than or equal to 50K,greater than 50K
1751,38, White, Male,less than or equal to 50K,less than or equal to 50K
2472,30, White, Female,greater than 50K,less than or equal to 50K
38721,20, White, Female,less than or equal to 50K,less than or equal to 50K
40298,41, Black, Female,less than or equal to 50K,less than or equal to 50K
9470,20, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
45408,33, White, Female,less than or equal to 50K,less than or equal to 50K
46021,61, White, Male,less than or equal to 50K,less than or equal to 50K
23806,42, White, Male,less than or equal to 50K,greater than 50K
951,43, White, Male,greater than 50K,greater than 50K
5524,69, White, Male,less than or equal to 50K,less than or equal to 50K
11661,41, Black, Female,less than or equal to 50K,less than or equal to 50K
8579,21, Black, Male,less than or equal to 50K,less than or equal to 50K
30063,28, White, Male,greater than 50K,less than or equal to 50K
31070,44, White, Female,greater than 50K,less than or equal to 50K
1352,42, White, Female,less than or equal to 50K,less than or equal to 50K
26349,25, White, Female,less than or equal to 50K,less than or equal to 50K
23791,48, White, Male,less than or equal to 50K,less than or equal to 50K
25340,26, White, Female,less than or equal to 50K,less than or equal to 50K
8458,39, White, Male,greater than 50K,less than or equal to 50K
32677,46, White, Male,less than or equal to 50K,less than or equal to 50K
35215,78, White, Male,less than or equal to 50K,less than or equal to 50K
1252,30, White, Male,less than or equal to 50K,less than or equal to 50K
20400,24, White, Female,less than or equal to 50K,less than or equal to 50K
28258,28, White, Male,greater than 50K,less than or equal to 50K
37087,28, White, Female,less than or equal to 50K,less than or equal to 50K
17730,33, White, Male,less than or equal to 50K,less than or equal to 50K
30101,34, Black, Male,less than or equal to 50K,less than or equal to 50K
25331,37, White, Male,less than or equal to 50K,greater than 50K
38830,34, White, Female,less than or equal to 50K,less than or equal to 50K
24671,27, White, Male,less than or equal to 50K,less than or equal to 50K
11961,38, White, Male,greater than 50K,less than or equal to 50K
16314,52, Black, Female,less than or equal to 50K,less than or equal to 50K
34714,35, White, Male,greater than 50K,greater than 50K
6291,50, White, Male,greater than 50K,greater than 50K
40609,36, White, Female,greater than 50K,less than or equal to 50K
28073,30, Black, Female,less than or equal to 50K,less than or equal to 50K
40774,24, White, Male,less than or equal to 50K,less than or equal to 50K
8980,49, White, Male,less than or equal to 50K,less than or equal to 50K
25076,19, White, Male,less than or equal to 50K,less than or equal to 50K
30212,59, White, Female,greater than 50K,less than or equal to 50K
47777,19, White, Female,less than or equal to 50K,less than or equal to 50K
15131,53, Amer-Indian-Eskimo, Male,less than or equal to 50K,less than or equal to 50K
9943,36, White, Male,less than or equal to 50K,less than or equal to 50K
12095,18, White, Female,less than or equal to 50K,less than or equal to 50K
6425,44, White, Male,less than or equal to 50K,less than or equal to 50K
5637,19, White, Female,less than or equal to 50K,less than or equal to 50K
21468,39, Black, Female,greater than 50K,greater than 50K
2568,29, White, Male,less than or equal to 50K,less than or equal to 50K
36988,29, White, Male,less than or equal to 50K,less than or equal to 50K
23287,38, White, Female,less than or equal to 50K,less than or equal to 50K
15790,47, Black, Male,less than or equal to 50K,less than or equal to 50K
27508,54, White, Male,greater than 50K,less than or equal to 50K
39455,59, White, Male,less than or equal to 50K,greater than 50K
9053,50, White, Female,less than or equal to 50K,less than or equal to 50K
7711,42, White, Female,less than or equal to 50K,less than or equal to 50K
28339,44, White, Male,greater than 50K,greater than 50K
37677,30, White, Male,less than or equal to 50K,less than or equal to 50K
48444,25, White, Male,less than or equal to 50K,less than or equal to 50K
16629,46, White, Male,less than or equal to 50K,less than or equal to 50K
8180,58, White, Female,less than or equal to 50K,less than or equal to 50K
7113,23, White, Male,less than or equal to 50K,less than or equal to 50K
15350,17, White, Female,less than or equal to 50K,less than or equal to 50K
30638,25, White, Male,less than or equal to 50K,less than or equal to 50K
36027,56, White, Male,greater than 50K,greater than 50K
14737,51, White, Male,greater than 50K,less than or equal to 50K
9611,19, White, Female,less than or equal to 50K,less than or equal to 50K
48087,52, White, Female,less than or equal to 50K,less than or equal to 50K
19470,43, White, Female,greater than 50K,less than or equal to 50K
14507,23, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
21525,18, White, Male,less than or equal to 50K,less than or equal to 50K
10332,24, White, Male,less than or equal to 50K,less than or equal to 50K
17415,47, White, Female,greater than 50K,less than or equal to 50K
13047,40, White, Male,greater than 50K,less than or equal to 50K
14561,53, White, Male,less than or equal to 50K,less than or equal to 50K
2875,29, Black, Male,less than or equal to 50K,less than or equal to 50K
40042,41, White, Female,less than or equal to 50K,less than or equal to 50K
16327,51, White, Male,less than or equal to 50K,less than or equal to 50K
15261,37, White, Male,greater than 50K,less than or equal to 50K
18508,43, Black, Male,greater than 50K,less than or equal to 50K
3218,36, White, Male,greater than 50K,greater than 50K
19607,25, White, Male,greater than 50K,less than or equal to 50K
42505,24, White, Male,less than or equal to 50K,less than or equal to 50K
11536,63, White, Male,less than or equal to 50K,less than or equal to 50K
20479,64, White, Male,less than or equal to 50K,less than or equal to 50K
3635,26, Other, Male,less than or equal to 50K,less than or equal to 50K
17520,31, White, Female,less than or equal to 50K,less than or equal to 50K
11654,22, White, Female,less than or equal to 50K,less than or equal to 50K
20993,32, White, Male,less than or equal to 50K,less than or equal to 50K
8736,46, White, Male,less than or equal to 50K,less than or equal to 50K
9416,42, White, Male,greater than 50K,greater than 50K
29632,51, White, Female,less than or equal to 50K,less than or equal to 50K
29458,39, White, Male,less than or equal to 50K,less than or equal to 50K
27643,32, White, Male,less than or equal to 50K,less than or equal to 50K
19998,54, White, Male,greater than 50K,greater than 50K
30088,59, Black, Female,less than or equal to 50K,less than or equal to 50K
12933,35, White, Male,greater than 50K,greater than 50K
9350,51, White, Female,less than or equal to 50K,less than or equal to 50K
32779,31, White, Male,less than or equal to 50K,less than or equal to 50K
2284,29, White, Male,less than or equal to 50K,less than or equal to 50K
46921,36, White, Male,less than or equal to 50K,less than or equal to 50K
42141,28, White, Male,less than or equal to 50K,less than or equal to 50K
34737,71, White, Female,less than or equal to 50K,less than or equal to 50K
34577,61, White, Male,greater than 50K,less than or equal to 50K
44369,47, White, Male,less than or equal to 50K,less than or equal to 50K
36431,20, White, Female,less than or equal to 50K,less than or equal to 50K
5859,20, White, Female,less than or equal to 50K,less than or equal to 50K
24530,60, White, Male,less than or equal to 50K,less than or equal to 50K
38044,32, White, Male,less than or equal to 50K,less than or equal to 50K
11893,41, Black, Female,less than or equal to 50K,less than or equal to 50K
25671,24, Other, Male,less than or equal to 50K,less than or equal to 50K
20831,37, White, Female,less than or equal to 50K,less than or equal to 50K
24595,28, White, Male,less than or equal to 50K,less than or equal to 50K
25108,44, White, Male,greater than 50K,greater than 50K
26991,27, Black, Female,less than or equal to 50K,less than or equal to 50K
36840,44, White, Male,greater than 50K,greater than 50K
19573,22, Black, Female,less than or equal to 50K,less than or equal to 50K
7627,20, White, Female,less than or equal to 50K,less than or equal to 50K
4405,45, White, Male,greater than 50K,greater than 50K
31507,38, White, Male,greater than 50K,greater than 50K
33950,69, White, Male,greater than 50K,less than or equal to 50K
4185,66, White, Male,less than or equal to 50K,less than or equal to 50K
35108,51, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
12673,30, White, Female,less than or equal to 50K,less than or equal to 50K
1739,57, White, Male,less than or equal to 50K,less than or equal to 50K
34752,21, White, Male,less than or equal to 50K,less than or equal to 50K
45402,64, White, Male,greater than 50K,greater than 50K
42307,35, Black, Female,less than or equal to 50K,less than or equal to 50K
38527,19, White, Male,less than or equal to 50K,less than or equal to 50K
26611,45, White, Female,less than or equal to 50K,less than or equal to 50K
36710,26, White, Male,less than or equal to 50K,less than or equal to 50K
35306,51, Black, Female,less than or equal to 50K,less than or equal to 50K
37476,23, Black, Female,less than or equal to 50K,less than or equal to 50K
47070,24, White, Male,less than or equal to 50K,less than or equal to 50K
45805,53, White, Male,less than or equal to 50K,less than or equal to 50K
11301,36, White, Male,greater than 50K,greater than 50K
32763,57, White, Male,less than or equal to 50K,less than or equal to 50K
11221,37, White, Male,less than or equal to 50K,less than or equal to 50K
36720,36, White, Male,greater than 50K,greater than 50K
840,17, White, Male,less than or equal to 50K,less than or equal to 50K
38363,52, White, Female,greater than 50K,greater than 50K
4808,49, White, Male,greater than 50K,less than or equal to 50K
27503,55, White, Female,less than or equal to 50K,less than or equal to 50K
847,37, White, Male,greater than 50K,greater than 50K
25094,27, Black, Male,less than or equal to 50K,less than or equal to 50K
11991,29, White, Male,less than or equal to 50K,less than or equal to 50K
4767,21, White, Female,less than or equal to 50K,less than or equal to 50K
7013,27, White, Male,less than or equal to 50K,less than or equal to 50K
17172,57, Asian-Pac-Islander, Male,greater than 50K,greater than 50K
6992,31, White, Male,greater than 50K,greater than 50K
34781,36, White, Male,greater than 50K,greater than 50K
36079,45, White, Male,less than or equal to 50K,greater than 50K
10788,47, White, Female,less than or equal to 50K,less than or equal to 50K
28808,19, White, Male,less than or equal to 50K,less than or equal to 50K
6178,60, White, Male,less than or equal to 50K,less than or equal to 50K
12334,62, White, Male,less than or equal to 50K,less than or equal to 50K
1812,51, White, Male,greater than 50K,less than or equal to 50K
39357,52, Black, Male,greater than 50K,less than or equal to 50K
29399,21, White, Male,less than or equal to 50K,less than or equal to 50K
11024,45, White, Male,less than or equal to 50K,less than or equal to 50K
3164,41, White, Male,greater than 50K,greater than 50K
36090,29, White, Male,less than or equal to 50K,less than or equal to 50K
42772,29, White, Female,less than or equal to 50K,less than or equal to 50K
24555,34, Amer-Indian-Eskimo, Male,less than or equal to 50K,less than or equal to 50K
20461,71, White, Female,less than or equal to 50K,less than or equal to 50K
40882,32, White, Male,greater than 50K,greater than 50K
32807,35, White, Male,less than or equal to 50K,less than or equal to 50K
11949,31, White, Female,less than or equal to 50K,less than or equal to 50K
4606,35, White, Female,less than or equal to 50K,less than or equal to 50K
34068,53, White, Male,less than or equal to 50K,less than or equal to 50K
16389,38, White, Male,less than or equal to 50K,less than or equal to 50K
13324,33, Other, Female,less than or equal to 50K,less than or equal to 50K
36652,26, Black, Male,less than or equal to 50K,less than or equal to 50K
42838,32, White, Male,greater than 50K,greater than 50K
44623,28, White, Male,greater than 50K,less than or equal to 50K
16717,31, White, Female,less than or equal to 50K,less than or equal to 50K
40299,49, White, Male,less than or equal to 50K,greater than 50K
3749,56, White, Male,greater than 50K,greater than 50K
12589,65, White, Female,less than or equal to 50K,less than or equal to 50K
30826,46, White, Male,less than or equal to 50K,less than or equal to 50K
611,24, White, Male,less than or equal to 50K,less than or equal to 50K
5481,19, Amer-Indian-Eskimo, Female,less than or equal to 50K,less than or equal to 50K
22337,28, Black, Male,greater than 50K,less than or equal to 50K
10729,42, White, Male,greater than 50K,greater than 50K
34063,25, White, Male,less than or equal to 50K,less than or equal to 50K
9164,72, White, Male,less than or equal to 50K,less than or equal to 50K
35386,41, White, Male,greater than 50K,less than or equal to 50K
28696,33, White, Male,less than or equal to 50K,less than or equal to 50K
12358,35, White, Female,less than or equal to 50K,less than or equal to 50K
37747,21, White, Male,less than or equal to 50K,less than or equal to 50K
5369,30, Black, Male,less than or equal to 50K,less than or equal to 50K
40732,22, White, Male,less than or equal to 50K,less than or equal to 50K
30713,56, White, Female,less than or equal to 50K,less than or equal to 50K
36402,21, White, Male,less than or equal to 50K,less than or equal to 50K
13484,43, White, Female,less than or equal to 50K,less than or equal to 50K
7141,29, White, Female,less than or equal to 50K,less than or equal to 50K
24433,40, White, Female,less than or equal to 50K,less than or equal to 50K
33382,32, White, Female,less than or equal to 50K,less than or equal to 50K
18621,58, White, Female,less than or equal to 50K,less than or equal to 50K
11471,22, White, Female,less than or equal to 50K,less than or equal to 50K
18870,27, Black, Female,less than or equal to 50K,less than or equal to 50K
11992,21, White, Male,less than or equal to 50K,less than or equal to 50K
26709,26, White, Female,less than or equal to 50K,less than or equal to 50K
37849,24, White, Male,less than or equal to 50K,less than or equal to 50K
19119,44, White, Female,less than or equal to 50K,less than or equal to 50K
23872,57, Black, Male,greater than 50K,less than or equal to 50K
8970,25, White, Male,less than or equal to 50K,less than or equal to 50K
21766,37, White, Female,less than or equal to 50K,less than or equal to 50K
31147,22, White, Male,less than or equal to 50K,less than or equal to 50K
9221,47, White, Male,less than or equal to 50K,less than or equal to 50K
11634,32, White, Male,less than or equal to 50K,less than or equal to 50K
24277,33, White, Male,less than or equal to 50K,less than or equal to 50K
13440,22, Black, Female,less than or equal to 50K,less than or equal to 50K
18260,42, White, Female,less than or equal to 50K,less than or equal to 50K
7332,60, Black, Male,less than or equal to 50K,less than or equal to 50K
12008,26, White, Female,less than or equal to 50K,less than or equal to 50K
21724,43, White, Female,greater than 50K,less than or equal to 50K
31623,45, White, Male,greater than 50K,less than or equal to 50K
5667,30, White, Female,less than or equal to 50K,less than or equal to 50K
3402,66, Black, Male,less than or equal to 50K,less than or equal to 50K
17873,30, White, Female,less than or equal to 50K,less than or equal to 50K
40326,35, White, Male,greater than 50K,less than or equal to 50K
40599,37, White, Male,less than or equal to 50K,less than or equal to 50K
22995,59, White, Male,greater than 50K,less than or equal to 50K
22767,44, White, Male,greater than 50K,less than or equal to 50K
11326,26, White, Male,less than or equal to 50K,less than or equal to 50K
11327,45, White, Male,greater than 50K,greater than 50K
39328,54, White, Male,less than or equal to 50K,greater than 50K
542,30, White, Female,less than or equal to 50K,less than or equal to 50K
14490,48, White, Female,less than or equal to 50K,less than or equal to 50K
37803,55, White, Male,greater than 50K,greater than 50K
14071,37, White, Male,less than or equal to 50K,greater than 50K
34730,49, White, Male,greater than 50K,less than or equal to 50K
26867,17, Black, Female,less than or equal to 50K,less than or equal to 50K
6824,27, White, Male,less than or equal to 50K,less than or equal to 50K
44165,20, White, Female,less than or equal to 50K,less than or equal to 50K
46847,21, White, Male,less than or equal to 50K,less than or equal to 50K
43085,24, White, Female,less than or equal to 50K,less than or equal to 50K
9074,54, White, Male,less than or equal to 50K,less than or equal to 50K
32862,30, White, Male,less than or equal to 50K,less than or equal to 50K
39829,47, White, Male,less than or equal to 50K,greater than 50K
38859,25, Asian-Pac-Islander, Female,less than or equal to 50K,less than or equal to 50K
26359,33, White, Male,less than or equal to 50K,less than or equal to 50K
44607,28, White, Female,less than or equal to 50K,less than or equal to 50K
35770,28, White, Female,less than or equal to 50K,less than or equal to 50K
22784,30, Black, Female,less than or equal to 50K,less than or equal to 50K
43055,19, White, Female,less than or equal to 50K,less than or equal to 50K
34200,29, White, Female,less than or equal to 50K,less than or equal to 50K
41396,23, White, Female,less than or equal to 50K,less than or equal to 50K
2499,20, Black, Male,less than or equal to 50K,less than or equal to 50K
38519,33, White, Male,less than or equal to 50K,less than or equal to 50K
18733,45, White, Male,greater than 50K,less than or equal to 50K
38835,19, White, Male,less than or equal to 50K,less than or equal to 50K
23842,38, White, Female,less than or equal to 50K,less than or equal to 50K
37238,33, White, Male,less than or equal to 50K,less than or equal to 50K
39572,45, White, Male,less than or equal to 50K,less than or equal to 50K
6934,56, White, Male,greater than 50K,greater than 50K
25517,27, White, Male,less than or equal to 50K,less than or equal to 50K
14788,31, White, Female,less than or equal to 50K,less than or equal to 50K
9167,32, White, Male,less than or equal to 50K,less than or equal to 50K
2435,44, Black, Female,less than or equal to 50K,less than or equal to 50K
46614,40, White, Male,less than or equal to 50K,less than or equal to 50K
39197,20, White, Male,less than or equal to 50K,less than or equal to 50K
38834,22, White, Female,less than or equal to 50K,less than or equal to 50K
48770,29, Asian-Pac-Islander, Female,greater than 50K,less than or equal to 50K
10059,32, White, Male,less than or equal to 50K,less than or equal to 50K
16397,47, White, Female,less than or equal to 50K,less than or equal to 50K
25419,52, White, Male,less than or equal to 50K,less than or equal to 50K
12413,27, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
5208,28, Black, Female,less than or equal to 50K,less than or equal to 50K
38929,21, White, Male,less than or equal to 50K,less than or equal to 50K
47489,42, White, Female,less than or equal to 50K,less than or equal to 50K
38086,36, White, Male,less than or equal to 50K,less than or equal to 50K
36421,36, Black, Male,greater than 50K,less than or equal to 50K
28024,31, White, Female,less than or equal to 50K,less than or equal to 50K
36975,30, White, Female,less than or equal to 50K,less than or equal to 50K
46397,39, White, Male,less than or equal to 50K,less than or equal to 50K
40039,33, Black, Male,less than or equal to 50K,less than or equal to 50K
24817,32, White, Male,less than or equal to 50K,less than or equal to 50K
3179,35, Black, Female,less than or equal to 50K,less than or equal to 50K
4690,29, Black, Male,less than or equal to 50K,less than or equal to 50K
40243,63, White, Male,less than or equal to 50K,less than or equal to 50K
37732,26, Black, Male,less than or equal to 50K,less than or equal to 50K
6715,40, Black, Male,less than or equal to 50K,less than or equal to 50K
25364,45, White, Male,greater than 50K,greater than 50K
25161,75, White, Male,less than or equal to 50K,greater than 50K
13042,71, White, Male,greater than 50K,greater than 50K
23250,36, White, Female,less than or equal to 50K,less than or equal to 50K
41379,31, White, Male,less than or equal to 50K,less than or equal to 50K
16719,37, White, Male,greater than 50K,greater than 50K
29699,35, White, Male,greater than 50K,greater than 50K
22855,23, White, Male,less than or equal to 50K,less than or equal to 50K
22408,34, White, Male,less than or equal to 50K,less than or equal to 50K
32285,44, Asian-Pac-Islander, Female,less than or equal to 50K,less than or equal to 50K
28742,41, Amer-Indian-Eskimo, Male,less than or equal to 50K,less than or equal to 50K
27321,22, White, Male,less than or equal to 50K,less than or equal to 50K
32075,27, Other, Female,less than or equal to 50K,less than or equal to 50K
42069,52, White, Male,less than or equal to 50K,less than or equal to 50K
45606,26, White, Female,less than or equal to 50K,less than or equal to 50K
33329,20, White, Male,less than or equal to 50K,less than or equal to 50K
8472,75, White, Male,less than or equal to 50K,less than or equal to 50K
5748,41, White, Male,greater than 50K,greater than 50K
1904,39, White, Male,greater than 50K,less than or equal to 50K
40414,38, White, Male,less than or equal to 50K,less than or equal to 50K
41176,27, White, Male,less than or equal to 50K,greater than 50K
27357,37, Black, Male,less than or equal to 50K,less than or equal to 50K
26432,36, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
38992,24, White, Female,less than or equal to 50K,less than or equal to 50K
4799,59, White, Male,less than or equal to 50K,less than or equal to 50K
37495,45, White, Female,less than or equal to 50K,less than or equal to 50K
17678,46, White, Female,less than or equal to 50K,less than or equal to 50K
9761,37, White, Male,greater than 50K,greater than 50K
31745,57, Black, Male,greater than 50K,less than or equal to 50K
35127,49, White, Male,less than or equal to 50K,less than or equal to 50K
41863,36, Asian-Pac-Islander, Female,less than or equal to 50K,less than or equal to 50K
38783,20, White, Female,less than or equal to 50K,less than or equal to 50K
42349,31, White, Male,less than or equal to 50K,less than or equal to 50K
30813,28, White, Female,less than or equal to 50K,less than or equal to 50K
22457,21, White, Female,less than or equal to 50K,less than or equal to 50K
8249,44, White, Male,greater than 50K,greater than 50K
45227,50, White, Male,greater than 50K,less than or equal to 50K
22974,32, Black, Female,less than or equal to 50K,less than or equal to 50K
34773,21, White, Male,less than or equal to 50K,less than or equal to 50K
8956,57, White, Male,less than or equal to 50K,less than or equal to 50K
16705,59, White, Male,less than or equal to 50K,less than or equal to 50K
10376,46, White, Male,less than or equal to 50K,less than or equal to 50K
11794,36, White, Female,less than or equal to 50K,less than or equal to 50K
5316,32, White, Male,less than or equal to 50K,less than or equal to 50K
14239,53, White, Male,less than or equal to 50K,less than or equal to 50K
14461,22, White, Female,less than or equal to 50K,less than or equal to 50K
38885,50, White, Male,greater than 50K,greater than 50K
8437,43, White, Male,greater than 50K,greater than 50K
43998,19, White, Female,less than or equal to 50K,less than or equal to 50K
16287,50, White, Male,greater than 50K,less than or equal to 50K
41653,41, White, Male,less than or equal to 50K,less than or equal to 50K
7075,28, Black, Female,less than or equal to 50K,less than or equal to 50K
32278,55, White, Female,less than or equal to 50K,less than or equal to 50K
47932,27, White, Male,less than or equal to 50K,less than or equal to 50K
183,40, White, Male,greater than 50K,less than or equal to 50K
21241,40, White, Male,greater than 50K,less than or equal to 50K
18579,38, White, Female,less than or equal to 50K,less than or equal to 50K
6180,71, White, Male,less than or equal to 50K,less than or equal to 50K
5719,37, White, Female,less than or equal to 50K,less than or equal to 50K
32918,50, White, Male,greater than 50K,greater than 50K
5176,25, White, Male,greater than 50K,less than or equal to 50K
34153,32, White, Male,greater than 50K,greater than 50K
20553,30, Asian-Pac-Islander, Female,less than or equal to 50K,less than or equal to 50K
21876,35, Asian-Pac-Islander, Male,greater than 50K,greater than 50K
21932,36, White, Female,less than or equal to 50K,less than or equal to 50K
33448,36, White, Male,greater than 50K,greater than 50K
47469,27, White, Female,less than or equal to 50K,less than or equal to 50K
19958,19, White, Male,less than or equal to 50K,less than or equal to 50K
39501,52, White, Male,less than or equal to 50K,less than or equal to 50K
3701,23, White, Male,less than or equal to 50K,less than or equal to 50K
16741,34, White, Female,less than or equal to 50K,less than or equal to 50K
32614,22, White, Male,greater than 50K,greater than 50K
32944,52, Black, Female,less than or equal to 50K,less than or equal to 50K
29103,47, White, Male,greater than 50K,less than or equal to 50K
27910,45, White, Female,less than or equal to 50K,less than or equal to 50K
27347,39, White, Male,greater than 50K,greater than 50K
39562,46, White, Female,less than or equal to 50K,less than or equal to 50K
10957,44, White, Male,less than or equal to 50K,less than or equal to 50K
9188,28, White, Male,less than or equal to 50K,less than or equal to 50K
36071,48, White, Male,greater than 50K,greater than 50K
23278,44, White, Male,greater than 50K,less than or equal to 50K
1344,26, Other, Male,less than or equal to 50K,less than or equal to 50K
45087,21, White, Female,less than or equal to 50K,less than or equal to 50K
6270,55, White, Male,less than or equal to 50K,less than or equal to 50K
6890,39, White, Male,greater than 50K,greater than 50K
48164,19, White, Male,less than or equal to 50K,less than or equal to 50K
2933,29, White, Male,greater than 50K,less than or equal to 50K
6355,36, White, Male,less than or equal to 50K,less than or equal to 50K
47232,41, White, Male,greater than 50K,less than or equal to 50K
34557,27, White, Male,less than or equal to 50K,less than or equal to 50K
23359,24, White, Male,less than or equal to 50K,less than or equal to 50K
12982,49, White, Male,greater than 50K,greater than 50K
2704,21, White, Female,less than or equal to 50K,less than or equal to 50K
4170,54, White, Male,less than or equal to 50K,less than or equal to 50K
33773,45, White, Female,less than or equal to 50K,less than or equal to 50K
7467,38, White, Male,greater than 50K,greater than 50K
17993,22, White, Male,less than or equal to 50K,less than or equal to 50K
3369,61, White, Male,less than or equal to 50K,less than or equal to 50K
4853,18, White, Male,less than or equal to 50K,less than or equal to 50K
45807,33, White, Female,less than or equal to 50K,less than or equal to 50K
21637,55, White, Female,less than or equal to 50K,less than or equal to 50K
22073,30, White, Female,less than or equal to 50K,less than or equal to 50K
28611,29, White, Male,less than or equal to 50K,less than or equal to 50K
27791,46, White, Male,less than or equal to 50K,less than or equal to 50K
19422,41, White, Female,less than or equal to 50K,less than or equal to 50K
23234,72, White, Male,less than or equal to 50K,less than or equal to 50K
35280,21, White, Male,less than or equal to 50K,less than or equal to 50K
18636,29, Asian-Pac-Islander, Female,less than or equal to 50K,less than or equal to 50K
6387,64, Asian-Pac-Islander, Male,less than or equal to 50K,greater than 50K
7917,22, White, Female,less than or equal to 50K,less than or equal to 50K
17211,54, White, Female,less than or equal to 50K,less than or equal to 50K
25901,37, White, Female,less than or equal to 50K,less than or equal to 50K
18301,31, White, Female,less than or equal to 50K,less than or equal to 50K
19497,56, White, Male,greater than 50K,less than or equal to 50K
43247,66, White, Male,less than or equal to 50K,less than or equal to 50K
10664,45, White, Male,less than or equal to 50K,less than or equal to 50K
16682,78, White, Male,greater than 50K,greater than 50K
1715,39, Amer-Indian-Eskimo, Female,less than or equal to 50K,less than or equal to 50K
37807,33, White, Male,less than or equal to 50K,less than or equal to 50K
23106,54, White, Male,greater than 50K,greater than 50K
4353,63, White, Female,less than or equal to 50K,less than or equal to 50K
23247,25, Black, Female,less than or equal to 50K,less than or equal to 50K
30971,41, White, Male,greater than 50K,less than or equal to 50K
22292,22, White, Male,less than or equal to 50K,less than or equal to 50K
40517,39, White, Male,greater than 50K,greater than 50K
9423,24, White, Male,less than or equal to 50K,less than or equal to 50K
13402,27, White, Female,less than or equal to 50K,less than or equal to 50K
21527,46, Black, Male,greater than 50K,greater than 50K
29340,52, White, Male,less than or equal to 50K,greater than 50K
33346,36, White, Male,greater than 50K,greater than 50K
28297,29, Amer-Indian-Eskimo, Male,less than or equal to 50K,less than or equal to 50K
28023,32, White, Male,less than or equal to 50K,less than or equal to 50K
30238,27, White, Female,less than or equal to 50K,less than or equal to 50K
4056,27, White, Male,greater than 50K,less than or equal to 50K
23641,55, White, Male,greater than 50K,greater than 50K
28446,61, White, Male,greater than 50K,greater than 50K
42129,48, White, Male,greater than 50K,greater than 50K
17197,58, White, Male,greater than 50K,less than or equal to 50K
48088,27, White, Male,greater than 50K,less than or equal to 50K
4526,47, Black, Female,less than or equal to 50K,less than or equal to 50K
11506,73, White, Male,less than or equal to 50K,less than or equal to 50K
30351,68, White, Male,less than or equal to 50K,less than or equal to 50K
47675,37, White, Male,less than or equal to 50K,less than or equal to 50K
18894,26, Black, Female,less than or equal to 50K,less than or equal to 50K
12995,19, White, Female,less than or equal to 50K,less than or equal to 50K
7554,34, White, Male,less than or equal to 50K,less than or equal to 50K
28055,37, White, Male,less than or equal to 50K,less than or equal to 50K
33669,52, White, Female,less than or equal to 50K,less than or equal to 50K
28301,42, White, Male,greater than 50K,greater than 50K
15872,49, White, Male,less than or equal to 50K,less than or equal to 50K
2371,61, White, Male,less than or equal to 50K,less than or equal to 50K
23136,21, White, Female,less than or equal to 50K,less than or equal to 50K
41283,33, Black, Male,less than or equal to 50K,less than or equal to 50K
19735,43, White, Male,less than or equal to 50K,less than or equal to 50K
7904,50, Black, Male,less than or equal to 50K,greater than 50K
5669,30, White, Male,greater than 50K,greater than 50K
12129,33, Asian-Pac-Islander, Male,less than or equal to 50K,less than or equal to 50K
37150,67, White, Male,greater than 50K,greater than 50K
46908,42, White, Male,less than or equal to 50K,less than or equal to 50K
39170,48, White, Male,greater than 50K,less than or equal to 50K
10712,46, Amer-Indian-Eskimo, Male,less than or equal to 50K,less than or equal to 50K
7778,25, White, Male,less than or equal to 50K,less than or equal to 50K
27070,44, White, Male,less than or equal to 50K,less than or equal to 50K
35159,53, White, Male,less than or equal to 50K,less than or equal to 50K
29794,47, White, Female,less than or equal to 50K,less than or equal to 50K
14386,58, White, Female,less than or equal to 50K,less than or equal to 50K
15814,45, White, Male,less than or equal to 50K,less than or equal to 50K
5065,33, White, Male,less than or equal to 50K,less than or equal to 50K
10014,24, White, Female,less than or equal to 50K,less than or equal to 50K
16694,55, White, Male,greater than 50K,less than or equal to 50K
47808,19, Black, Male,less than or equal to 50K,less than or equal to 50K
6329,25, White, Female,less than or equal to 50K,less than or equal to 50K
9914,36, White, Male,less than or equal to 50K,less than or equal to 50K
20493,34, White, Female,greater than 50K,less than or equal to 50K
5581,44, White, Male,greater than 50K,less than or equal to 50K
40573,37, White, Male,less than or equal to 50K,less than or equal to 50K
17626,30, White, Male,greater than 50K,less than or equal to 50K
